"atomic_index","parent_queue_index","local_atom_index","proposed_id","source_file","line_number","domain_family","semantic_kind","semantic_context","duplicate_status","readiness","wolfram_status","atomic_equation","wolfram_form_hint","formation_method","formation_inputs","formation_note","source_tag","mint_status","minted_id","mint_batch"
"2158","2129","1","PHONE2_NEXT+2158","_KleisliCategoryNon-DeterministicComputationMonads.txt","549","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SpeedupGustafson[p_, f_] :=","SpeedupGustafson[p_, f_] :=","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2129; staged only.","PHONE2","unminted","",""
"2159","2130","1","PHONE2_NEXT+2159","_KleisliCategoryNon-DeterministicComputationMonads.txt","553","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ExperimentalSerialFraction[p_, Ψ_p_] :=","ExperimentalSerialFraction[p_, Ψ_p_] :=","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2130; staged only.","PHONE2","unminted","",""
"2160","2131","1","PHONE2_NEXT+2160","_KleisliCategoryNon-DeterministicComputationMonads.txt","557","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Isoefficiency[p_, W_] := Module[","Isoefficiency[p_, W_] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2131; staged only.","PHONE2","unminted","",""
"2161","2132","1","PHONE2_NEXT+2161","_KleisliCategoryNon-DeterministicComputationMonads.txt","559","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_serial = W,","T_serial = W,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2132; staged only.","PHONE2","unminted","",""
"2162","2133","1","PHONE2_NEXT+2162","_KleisliCategoryNon-DeterministicComputationMonads.txt","560","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_parallel[p] = W/p + T_overhead[p],","T_parallel[p] = W/p + T_overhead[p],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2133; staged only.","PHONE2","unminted","",""
"2163","2134","1","PHONE2_NEXT+2163","_KleisliCategoryNon-DeterministicComputationMonads.txt","561","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_overhead[p] = α*p*Log[p] + β*p², (* Example overhead *)","T_overhead[p] = alpha*p*Log[p] + beta*p², (* Example overhead *)","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2134; staged only.","PHONE2","unminted","",""
"2164","2135","1","PHONE2_NEXT+2164","_KleisliCategoryNon-DeterministicComputationMonads.txt","564","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","E[p] = T_serial/(p * T_parallel[p]),","E[p] = T_serial/(p * T_parallel[p]),","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2135; staged only.","PHONE2","unminted","",""
"2165","2137","1","PHONE2_NEXT+2165","_KleisliCategoryNon-DeterministicComputationMonads.txt","570","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","W[p] = Θ[p² Log p] (* Typical for many algorithms *)","W[p] = Θ[p² Log p] (* Typical for many algorithms *)","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2137; staged only.","PHONE2","unminted","",""
"2166","2138","1","PHONE2_NEXT+2166","_KleisliCategoryNon-DeterministicComputationMonads.txt","574","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","PerformanceRegression = LinearModelFit[","PerformanceRegression = LinearModelFit[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2138; staged only.","PHONE2","unminted","",""
"2167","2139","1","PHONE2_NEXT+2167","_KleisliCategoryNon-DeterministicComputationMonads.txt","583","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","RooflineModel = Module[","RooflineModel = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2139; staged only.","PHONE2","unminted","",""
"2168","2140","1","PHONE2_NEXT+2168","_KleisliCategoryNon-DeterministicComputationMonads.txt","585","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","PeakPerformance = FLOPS_peak,","PeakPerformance = FLOPS_peak,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2140; staged only.","PHONE2","unminted","",""
"2169","2141","1","PHONE2_NEXT+2169","_KleisliCategoryNon-DeterministicComputationMonads.txt","586","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","PeakBandwidth = Bandwidth_peak,","PeakBandwidth = Bandwidth_peak,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2141; staged only.","PHONE2","unminted","",""
"2170","2142","1","PHONE2_NEXT+2170","_KleisliCategoryNon-DeterministicComputationMonads.txt","588","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ArithmeticIntensity = FLOPS/BytesTransferred,","ArithmeticIntensity = FLOPS/BytesTransferred,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2142; staged only.","PHONE2","unminted","",""
"2171","2143","1","PHONE2_NEXT+2171","_KleisliCategoryNon-DeterministicComputationMonads.txt","590","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","AttainablePerformance[I_] := Min[","AttainablePerformance[I_] := Min[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2143; staged only.","PHONE2","unminted","",""
"2172","2144","1","PHONE2_NEXT+2172","_KleisliCategoryNon-DeterministicComputationMonads.txt","596","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","I_ridge = PeakPerformance/PeakBandwidth","I_ridge = PeakPerformance/PeakBandwidth","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2144; staged only.","PHONE2","unminted","",""
"2173","2145","1","PHONE2_NEXT+2173","_KleisliCategoryNon-DeterministicComputationMonads.txt","600","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LogScale → {True, True},","LogScale -> {True, True},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2145; staged only.","PHONE2","unminted","",""
"2174","2146","1","PHONE2_NEXT+2174","_KleisliCategoryNon-DeterministicComputationMonads.txt","601","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Epilog → {","Epilog -> {","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2146; staged only.","PHONE2","unminted","",""
"2175","2147","1","PHONE2_NEXT+2175","_KleisliCategoryNon-DeterministicComputationMonads.txt","610","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","EnergyModel = Module[","EnergyModel = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2147; staged only.","PHONE2","unminted","",""
"2176","2148","1","PHONE2_NEXT+2176","_KleisliCategoryNon-DeterministicComputationMonads.txt","613","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","P_dynamic = α * C * V² * f,","P_dynamic = alpha * C * V² * f,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2148; staged only.","PHONE2","unminted","",""
"2177","2149","1","PHONE2_NEXT+2177","_KleisliCategoryNon-DeterministicComputationMonads.txt","616","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","P_static = V * I_leak,","P_static = V * I_leak,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2149; staged only.","PHONE2","unminted","",""
"2178","2150","1","PHONE2_NEXT+2178","_KleisliCategoryNon-DeterministicComputationMonads.txt","619","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","EDP = Energy * ExecutionTime,","EDP = Energy * ExecutionTime,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2150; staged only.","PHONE2","unminted","",""
"2179","2151","1","PHONE2_NEXT+2179","_KleisliCategoryNon-DeterministicComputationMonads.txt","622","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","OptimalFrequency = ArgMin[","OptimalFrequency = ArgMin[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2151; staged only.","PHONE2","unminted","",""
"2180","2152","1","PHONE2_NEXT+2180","_KleisliCategoryNon-DeterministicComputationMonads.txt","628","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","EnergyPerOperation = (P_dynamic + P_static) * ExecutionTime / Operations","EnergyPerOperation = (P_dynamic + P_static) * ExecutionTime / Operations","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2152; staged only.","PHONE2","unminted","",""
"2181","2153","1","PHONE2_NEXT+2181","_Markdown.txt","1","general_math","","","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","## Markdown → LaTeX Conversion Capabilities","## Markdown -> LaTeX Conversion Capabilities","Phone2 atomic equation extraction","_Markdown.txt","Atomized from Phone2 parent queue row 2153; staged only.","PHONE2","unminted","",""
"2182","2154","1","PHONE2_NEXT+2182","_Markdown.txt","12","optimization_computation","","","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","MarkdownToLaTeX[md_String] := Module[{","MarkdownToLaTeX[md_String] := Module[{","Phone2 atomic equation extraction","_Markdown.txt","Atomized from Phone2 parent queue row 2154; staged only.","PHONE2","unminted","",""
"2183","2155","1","PHONE2_NEXT+2183","_Markdown.txt","13","general_math","","","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","headerMap = {""#"" -> ""\\section"", ""##"" -> ""\\subsection"", ""###"" -> ""\\subsubsection""},","headerMap = {""#"" -> ""section"", ""##"" -> ""subsection"", ""###"" -> ""subsubsection""},","Phone2 atomic equation extraction","_Markdown.txt","Atomized from Phone2 parent queue row 2155; staged only.","PHONE2","unminted","",""
"2184","2156","1","PHONE2_NEXT+2184","_Markdown.txt","14","general_math","","","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","mathMap = {"" "" -> ""\ "", "" "" -> ""\ ""},","mathMap = {"" "" -> "" "", "" "" -> "" ""},","Phone2 atomic equation extraction","_Markdown.txt","Atomized from Phone2 parent queue row 2156; staged only.","PHONE2","unminted","",""
"2185","2157","1","PHONE2_NEXT+2185","_Markdown.txt","56","protocol_systems","","","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","- Set up an automated markdown→LaTeX conversion workflow","- Set up an automated markdown->LaTeX conversion workflow","Phone2 atomic equation extraction","_Markdown.txt","Atomized from Phone2 parent queue row 2157; staged only.","PHONE2","unminted","",""
"2186","2158","1","PHONE2_NEXT+2186","bbmap2.txt","8","quantum_entanglement","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","MIMOEntangledBlobProtocol := Module[","MIMOEntangledBlobProtocol := Module[","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2158; staged only.","PHONE2","unminted","",""
"2187","2160","1","PHONE2_NEXT+2187","bbmap2.txt","12","geometry_topology","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","antennaToSphereMapping = CompiledFunction[","antennaToSphereMapping = CompiledFunction[","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2160; staged only.","PHONE2","unminted","",""
"2188","2161","1","PHONE2_NEXT+2188","bbmap2.txt","22","general_math","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","sphericalHarmonics = Table[","sphericalHarmonics = Table[","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2161; staged only.","PHONE2","unminted","",""
"2189","2162","1","PHONE2_NEXT+2189","bbmap2.txt","31","general_math","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","blobState = SparseArray[","blobState = SparseArray[","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2162; staged only.","PHONE2","unminted","",""
"2190","2163","1","PHONE2_NEXT+2190","bbmap2.txt","39","quantum_entanglement","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","entangledChannels = ParallelTable[","entangledChannels = ParallelTable[","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2163; staged only.","PHONE2","unminted","",""
"2191","2164","1","PHONE2_NEXT+2191","bbmap2.txt","41","general_math","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","serverBit = blobState[[i]]","serverBit = blobState[[i]]","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2164; staged only.","PHONE2","unminted","",""
"2192","2165","1","PHONE2_NEXT+2192","bbmap2.txt","51","general_math","Functor","(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""Axis"" → i,","""Axis"" -> i,","Phone2 atomic equation extraction","bbmap2.txt","Atomized from Phone2 parent queue row 2165; staged only.","PHONE2","unminted","",""
